# JMH version: 1.37
# VM version: JDK 21.0.5, OpenJDK 64-Bit Server VM, 21.0.5+11-LTS
# VM invoker: /home/rafael/.sdkman/candidates/java/21.0.5-amzn/bin/java
# VM options: <none>
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 1 s each
# Measurement: 5 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: org.sample.MLDSABenchmark.benchmarkSigning

# Run progress: 0.00% complete, ETA 00:02:30
# Fork: 1 of 5
# Warmup Iteration   1: 104978.019 ns/op
# Warmup Iteration   2: 103120.549 ns/op
# Warmup Iteration   3: 103729.949 ns/op
# Warmup Iteration   4: 100035.380 ns/op
# Warmup Iteration   5: 101302.439 ns/op
# Run progress: 80.00% complete, ETA 00:00:30
# Fork: 3 of 5
# Warmup Iteration   1: 4210.145 ns/op
# Warmup Iteration   2: 1516.993 ns/op
# Warmup Iteration   3: 1383.565 ns/op
# Warmup Iteration   4: 1275.748 ns/op
# Warmup Iteration   5: 1269.806 ns/op
Iteration   1: 1210.785 ns/op
Iteration   2: 1318.550 ns/op
Iteration   3: 1250.749 ns/op
Iteration   4: 1315.689 ns/op
Iteration   5: 1324.148 ns/op

# Run progress: 86.67% complete, ETA 00:00:20
# Fork: 4 of 5
# Warmup Iteration   1: 4095.089 ns/op
# Warmup Iteration   2: 1513.377 ns/op
# Warmup Iteration   3: 1229.914 ns/op
# Warmup Iteration   4: 1251.532 ns/op
# Warmup Iteration   5: 1236.318 ns/op
Iteration   1: 1228.521 ns/op
Iteration   2: 1307.493 ns/op
Iteration   3: 1249.348 ns/op
Iteration   4: 1221.631 ns/op
Iteration   5: 1228.057 ns/op

# Run progress: 93.33% complete, ETA 00:00:10
# Fork: 5 of 5
# Warmup Iteration   1: 4594.443 ns/op
# Warmup Iteration   2: 1526.442 ns/op
# Warmup Iteration   3: 1419.741 ns/op
# Warmup Iteration   4: 1221.309 ns/op
# Warmup Iteration   5: 1294.857 ns/op
Iteration   1: 1229.549 ns/op
Iteration   2: 1329.277 ns/op
Iteration   3: 1308.176 ns/op
Iteration   4: 1284.905 ns/op
Iteration   5: 1361.130 ns/op


Result "org.sample.MLDSABenchmark.measureMemoryUsage":
  1278.110 ±(99.9%) 36.600 ns/op [Average]
  (min, avg, max) = (1184.066, 1278.110, 1361.130), stdev = 48.860
  CI (99.9%): [1241.510, 1314.709] (assumes normal distribution)


# Run complete. Total time: 00:02:33

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

NOTE: Current JVM experimentally supports Compiler Blackholes, and they are in use. Please exercise
extra caution when trusting the results, look into the generated code to check the benchmark still
works, and factor in a small probability of new VM bugs. Additionally, while comparisons between
different JVMs are already problematic, the performance difference caused by different Blackhole
modes can be very significant. Please make sure you use the consistent Blackhole mode for comparisons.

Benchmark                          Mode  Cnt       Score     Error  Units
MLDSABenchmark.benchmarkSigning    avgt   25  102176.719 ± 897.236  ns/op
MLDSABenchmark.measureCpuUsage     avgt   25    1225.740 ±  30.215  ns/op
MLDSABenchmark.measureMemoryUsage  avgt   25    1278.110 ±  36.600  ns/op
