# JMH version: 1.37
# VM version: JDK 21.0.5, OpenJDK 64-Bit Server VM, 21.0.5+11-LTS
# VM invoker: /home/rafael/.sdkman/candidates/java/21.0.5-amzn/bin/java
# VM options: <none>
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 1 s each
# Measurement: 5 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: org.sample.ECDSABenchmark.benchmarkKeyGeneration

# Run progress: 0.00% complete, ETA 00:04:10
# Fork: 1 of 5
# Warmup Iteration   1: 133505.444 ns/op
# Warmup Iteration   2: 71017.072 ns/op
# Warmup Iteration   3: 65006.029 ns/op
# Warmup Iteration   4: 57000.012 ns/op
# Warmup Iteration   5: 57683.863 ns/op
# Warmup Iteration   4: 464615.593 ns/op
# Warmup Iteration   5: 460547.394 ns/op
Iteration   1: 472755.256 ns/op
Iteration   2: 502828.896 ns/op
Iteration   3: 451054.218 ns/op
Iteration   4: 455244.306 ns/op
Iteration   5: 453033.943 ns/op


Result "org.sample.ECDSABenchmark.benchmarkVerification":
  456374.575 ±(99.9%) 15554.256 ns/op [Average]
  (min, avg, max) = (424781.517, 456374.575, 502828.896), stdev = 20764.486
  CI (99.9%): [440820.320, 471928.831] (assumes normal distribution)


# JMH version: 1.37
# VM version: JDK 21.0.5, OpenJDK 64-Bit Server VM, 21.0.5+11-LTS
# VM invoker: /home/rafael/.sdkman/candidates/java/21.0.5-amzn/bin/java
# VM options: <none>
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 1 s each
# Measurement: 5 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: org.sample.ECDSABenchmark.measureCpuUsage

# Run progress: 60.00% complete, ETA 00:01:41
# Fork: 1 of 5
# Warmup Iteration   1: 14722.060 ns/op
# Warmup Iteration   2: 4516.885 ns/op
# Warmup Iteration   3: 4423.850 ns/op
# Warmup Iteration   4: 2187.885 ns/op
# Warmup Iteration   5: 2392.735 ns/op
Iteration   1: 2081.662 ns/op
Iteration   2: 2098.682 ns/op
Iteration   3: 2007.112 ns/op
Iteration   4: 1987.199 ns/op
Iteration   5: 1931.358 ns/op

# Run progress: 64.00% complete, ETA 00:01:31
# Fork: 2 of 5
# Warmup Iteration   1: 14491.594 ns/op
# Warmup Iteration   2: 4485.083 ns/op
# Warmup Iteration   3: 3222.314 ns/op
# Warmup Iteration   4: 2355.158 ns/op
# Warmup Iteration   5: 2062.813 ns/op
Iteration   1: 2113.727 ns/op
Iteration   2: 2347.417 ns/op
Iteration   3: 1934.270 ns/op
Iteration   4: 2095.826 ns/op
Iteration   5: 2026.822 ns/op

# Run progress: 68.00% complete, ETA 00:01:21
# Fork: 3 of 5
# Warmup Iteration   1: 14579.616 ns/op
# Warmup Iteration   2: 4888.340 ns/op
# Warmup Iteration   3: 4402.971 ns/op
# Warmup Iteration   4: 2141.194 ns/op
# Warmup Iteration   5: 1948.852 ns/op
Iteration   1: 2042.218 ns/op
Iteration   2: 1945.215 ns/op
Iteration   3: 1916.142 ns/op
Iteration   4: 2067.520 ns/op
Iteration   5: 1891.412 ns/op

# Run progress: 72.00% complete, ETA 00:01:11
# Fork: 4 of 5
# Warmup Iteration   1: 17492.686 ns/op
# Warmup Iteration   2: 4773.992 ns/op
# Warmup Iteration   3: 4424.829 ns/op
# Warmup Iteration   4: 2118.965 ns/op
# Warmup Iteration   5: 1963.183 ns/op
Iteration   1: 1972.359 ns/op
Iteration   2: 2063.487 ns/op
Iteration   3: 1934.327 ns/op
Iteration   4: 2029.001 ns/op
Iteration   5: 2005.503 ns/op

# Run progress: 76.00% complete, ETA 00:01:01
# Fork: 5 of 5
# Warmup Iteration   1: 16304.230 ns/op
# Warmup Iteration   2: 5267.051 ns/op
# Warmup Iteration   3: 4355.191 ns/op
# Warmup Iteration   4: 2433.610 ns/op
# Warmup Iteration   5: 2018.503 ns/op
Iteration   1: 2183.957 ns/op
Iteration   2: 2019.854 ns/op
Iteration   3: 1985.371 ns/op
Iteration   4: 1999.614 ns/op
Iteration   5: 2057.756 ns/op


Result "org.sample.ECDSABenchmark.measureCpuUsage":
  2029.512 ±(99.9%) 72.262 ns/op [Average]
  (min, avg, max) = (1891.412, 2029.512, 2347.417), stdev = 96.467
  CI (99.9%): [1957.251, 2101.774] (assumes normal distribution)


# JMH version: 1.37
# VM version: JDK 21.0.5, OpenJDK 64-Bit Server VM, 21.0.5+11-LTS
# VM invoker: /home/rafael/.sdkman/candidates/java/21.0.5-amzn/bin/java
# VM options: <none>
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 1 s each
# Measurement: 5 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: org.sample.ECDSABenchmark.measureMemoryUsage

# Run progress: 80.00% complete, ETA 00:00:50
# Fork: 1 of 5
# Warmup Iteration   1: 18213.455 ns/op
# Warmup Iteration   2: 5003.499 ns/op
# Warmup Iteration   3: 4262.736 ns/op
# Warmup Iteration   4: 2330.703 ns/op
# Warmup Iteration   5: 2074.989 ns/op
Iteration   1: 2300.147 ns/op
Iteration   2: 2177.457 ns/op
Iteration   3: 2012.243 ns/op
Iteration   4: 2178.551 ns/op
Iteration   5: 2095.780 ns/op

# Run progress: 84.00% complete, ETA 00:00:40
# Fork: 2 of 5
# Warmup Iteration   1: 18687.604 ns/op
# Warmup Iteration   2: 4850.617 ns/op
# Warmup Iteration   3: 4000.071 ns/op
# Warmup Iteration   4: 2112.035 ns/op
# Warmup Iteration   5: 2171.963 ns/op
Iteration   1: 2170.270 ns/op
Iteration   2: 2252.321 ns/op
Iteration   3: 2071.751 ns/op
Iteration   4: 2240.158 ns/op
Iteration   5: 2035.607 ns/op

# Run progress: 88.00% complete, ETA 00:00:30
# Fork: 3 of 5
# Warmup Iteration   1: 18308.234 ns/op
# Warmup Iteration   2: 5078.748 ns/op
# Warmup Iteration   3: 4135.298 ns/op
# Warmup Iteration   4: 2598.093 ns/op
# Warmup Iteration   5: 2670.924 ns/op
Iteration   1: 2225.916 ns/op
Iteration   2: 2121.023 ns/op
Iteration   3: 1973.666 ns/op
Iteration   4: 2327.709 ns/op
Iteration   5: 2006.572 ns/op

# Run progress: 92.00% complete, ETA 00:00:20
# Fork: 4 of 5
# Warmup Iteration   1: 19205.593 ns/op
# Warmup Iteration   2: 5231.385 ns/op
# Warmup Iteration   3: 4507.330 ns/op
# Warmup Iteration   4: 2164.268 ns/op
# Warmup Iteration   5: 2157.460 ns/op
Iteration   1: 2177.729 ns/op
Iteration   2: 2401.452 ns/op
Iteration   3: 2327.355 ns/op
Iteration   4: 2106.030 ns/op
Iteration   5: 2079.153 ns/op

# Run progress: 96.00% complete, ETA 00:00:10
# Fork: 5 of 5
# Warmup Iteration   1: 15446.961 ns/op
# Warmup Iteration   2: 4879.255 ns/op
# Warmup Iteration   3: 4434.138 ns/op
# Warmup Iteration   4: 2285.171 ns/op
# Warmup Iteration   5: 2125.172 ns/op
Iteration   1: 2216.296 ns/op
Iteration   2: 2136.123 ns/op
Iteration   3: 2017.863 ns/op
Iteration   4: 2059.282 ns/op
Iteration   5: 2107.847 ns/op


Result "org.sample.ECDSABenchmark.measureMemoryUsage":
  2152.732 ±(99.9%) 84.910 ns/op [Average]
  (min, avg, max) = (1973.666, 2152.732, 2401.452), stdev = 113.352
  CI (99.9%): [2067.822, 2237.642] (assumes normal distribution)


# Run complete. Total time: 00:04:14

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

NOTE: Current JVM experimentally supports Compiler Blackholes, and they are in use. Please exercise
extra caution when trusting the results, look into the generated code to check the benchmark still
works, and factor in a small probability of new VM bugs. Additionally, while comparisons between
different JVMs are already problematic, the performance difference caused by different Blackhole
modes can be very significant. Please make sure you use the consistent Blackhole mode for comparisons.

Benchmark                              Mode  Cnt       Score       Error  Units
ECDSABenchmark.benchmarkKeyGeneration  avgt   25   56842.972 ±   798.221  ns/op
ECDSABenchmark.benchmarkSigning        avgt   25  257400.537 ±  3390.505  ns/op
ECDSABenchmark.benchmarkVerification   avgt   25  456374.575 ± 15554.256  ns/op
ECDSABenchmark.measureCpuUsage         avgt   25    2029.512 ±    72.262  ns/op
ECDSABenchmark.measureMemoryUsage      avgt   25    2152.732 ±    84.910  ns/op
